Número Processo -  Formatado;URL Portal Transparência;Data Criação Processo;Objeto Processo;URL Documentos Processo;Código Órgão/Entidade Pedido;Nome Órgão/Entidade Pedido;Situação Processo;Procedimento Contratação - Detalhamento 1;Número Contrato;Contrato_TermoAditivo Arquivos;Código Órgão/Entidade Contratante;Nome Órgão/Entidade Contratante;Data Publicação Contrato;Data Início Vigência Contrato;Data Limite Vigência Contrato;Data Término Vigência Contrato;CNPJ/CPF Fornecedor - Formatado;Nome Empresarial/Nome Fornecedor;Processo SEI;URL Processo SEI;Código Item Material/Serviço - Numérico;Item Material/Serviço;Código Unidade Orçamentária;Nome Unidade Orçamentária;Descrição Linha Fornecimento;Cidade Entrega Item;Quantidade Homologada;Valor Unitário Referência Item Processo;Valor Unitário Homologado Item Processo;Valor Total Referência Item Processo;Valor Total Homologado
1501561 000026/2020;NA;17/04/2020;Aquisição de máscaras descartáveis, para atendimento a demanda de pandemia do COVID-19, no Estado e Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9246005;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162677;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;23/04/2020;23/04/2020;;22/10/2020;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;NA;NA;125245;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;NÃO SE APLICA;Belo Horizonte                          ;0;2,74;2,74;0;0
1501561 000027/2020;NA;22/04/2020;Aquisição de equipamentos médico hospitalares,bosta atendimento a demanda da Pandemia do COVID-19, no Estado de Minas Gerais.;NA;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;NA;NA;125245;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;";2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;852.012,00;2,74;2,74;2.334.512,88;2.334.512,88
1501561 000028/2020;NA;27/04/2020;Aquisição de ventiladores respiratórios em atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247074;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162832;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;29/04/2020;29/04/2020;;28/10/2020;61.489.381/0001-09;KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA;NA;NA;1753681;"VENTILADOR PULMONAR - TIPO: MICROPROCESSADO, ELETRONICO;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;562;70.000,00;70.000,00;39.340.000,00;39.340.000,00
1501561 000028/2020;NA;27/04/2020;Aquisição de ventiladores respiratórios em atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247074;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162832;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;29/04/2020;29/04/2020;;28/10/2020;61.489.381/0001-09;KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA;NA;NA;1756877;"VENTILADOR PULMONAR - TIPO: MICROPROCESSADO; TRANSPORTE;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;185;25.000,00;25.000,00;4.625.000,00;4.625.000,00
1501561 000029/2020;NA;29/04/2020;Aquisição de KITS DE BIOLOGIA MOLECULAR (PCR) PARA DIAGNÓSTICO LABORATORIAL DO COVID-19 para atendimento de demanda da Secretaria de Estado da Saúde, visando a ampliação da rede diagnóstica no Estado.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247090;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162843;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;30/04/2020;30/04/2020;;29/10/2020;13.545.241/0001-68;SINTESE BIOTECNOLOGIA LTDA;NA;NA;1747983;"REAGENTE PARA EXTRACAO DE RNA - IDENTIFICACAO: KIT PARA EXTRACAO DE RNA TOTAL; FINALIDADE: ANALISE DE RNA; METODO: EXTRACAO ORGANICA E FILTRACAO EM COLUNA;";4291;FUNDO ESTADUAL DE SAUDE;REAGENTES E PRODUTOS QUIMICOS;Belo Horizonte                          ;170;5.527,40;5.527,40;939.658,00;939.658,00
1501561 000029/2020;NA;29/04/2020;Aquisição de KITS DE BIOLOGIA MOLECULAR (PCR) PARA DIAGNÓSTICO LABORATORIAL DO COVID-19 para atendimento de demanda da Secretaria de Estado da Saúde, visando a ampliação da rede diagnóstica no Estado.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247090;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162843;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;30/04/2020;30/04/2020;;29/10/2020;13.545.241/0001-68;SINTESE BIOTECNOLOGIA LTDA;NA;NA;1753070;"KIT PARA RT-PCR - TIPO: ETAPA UNICA; IDENTIFICACAO: KIT PARA RT-QPCR; FINALIDADE: DETECCAO E QUANTIFICACAO DE RNA;";4291;FUNDO ESTADUAL DE SAUDE;REAGENTES E PRODUTOS QUIMICOS;Belo Horizonte                          ;900;3.995,62;3.995,62;3.596.058,63;3.596.058,63
1501561 000029/2020;NA;29/04/2020;Aquisição de KITS DE BIOLOGIA MOLECULAR (PCR) PARA DIAGNÓSTICO LABORATORIAL DO COVID-19 para atendimento de demanda da Secretaria de Estado da Saúde, visando a ampliação da rede diagnóstica no Estado.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247090;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162843;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;30/04/2020;30/04/2020;;29/10/2020;13.545.241/0001-68;SINTESE BIOTECNOLOGIA LTDA;NA;NA;1753088;"KIT PARA RT-PCR - TIPO: PCR TEMPO REAL; IDENTIFICACAO: INICIADORES MARCACAO 5 FAM, SONDAS MARCACAO 3 BHQ ; FINALIDADE: DETECCAO QUANTITATIVA CEPA 2019-NCOV;";4291;FUNDO ESTADUAL DE SAUDE;REAGENTES E PRODUTOS QUIMICOS;Belo Horizonte                          ;300;1.998,00;1.998,00;599.400,00;599.400,00
1501561 000029/2020;NA;29/04/2020;Aquisição de KITS DE BIOLOGIA MOLECULAR (PCR) PARA DIAGNÓSTICO LABORATORIAL DO COVID-19 para atendimento de demanda da Secretaria de Estado da Saúde, visando a ampliação da rede diagnóstica no Estado.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247090;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162843;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;30/04/2020;30/04/2020;;29/10/2020;13.545.241/0001-68;SINTESE BIOTECNOLOGIA LTDA;NA;NA;1753924;"CONTROLE POSITIVO  - IDENTIFICACAO: HUMANO; METODOLOGIA: PCR EM TEMPO REAL; APLICACAO: DETECCAO QUANTITATIVA DA CEPA 2019-NCOV;";4291;FUNDO ESTADUAL DE SAUDE;REAGENTES E PRODUTOS QUIMICOS;Belo Horizonte                          ;9;1.298,00;1.298,00;11.682,00;11.682,00
1501561 000029/2020;NA;29/04/2020;Aquisição de KITS DE BIOLOGIA MOLECULAR (PCR) PARA DIAGNÓSTICO LABORATORIAL DO COVID-19 para atendimento de demanda da Secretaria de Estado da Saúde, visando a ampliação da rede diagnóstica no Estado.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247090;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162843;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;30/04/2020;30/04/2020;;29/10/2020;13.545.241/0001-68;SINTESE BIOTECNOLOGIA LTDA;NA;NA;1756630;"CONTROLE POSITIVO  - IDENTIFICACAO: VIRAL; METODOLOGIA: PCR EM TEMPO REAL; APLICACAO: DETECCAO QUANTITATIVA DA CEPA 2019-NCOV;";4291;FUNDO ESTADUAL DE SAUDE;REAGENTES E PRODUTOS QUIMICOS;Belo Horizonte                          ;9;998;998;8.982,00;8.982,00
1501561 000030/2020;NA;04/05/2020;Aquisição de aventais cirúrgico de TNT impermeável, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais.;NA;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Concluído;Dispensa de Licitação;9247154;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162971;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;08/05/2020;08/05/2020;;07/11/2020;15.300.600/0001-42;MONICA REIS RUBIA -ME;NA;NA;1755366;"AVENTAL PARA USO MEDICO/ODONTOLOGICO - TIPO: DESCARTAVEL, MANGA LONGA COM ELASTICO NO PUNHO; MATERIA-PRIMA: TELA NAO TECIDO, SMS, 100% POLIPROPILENO; GRAMATURA/COMPOSICAO: MINIMA DE 50G/M2; COMPRIMENTO:  1,20 M  X 1,50M (C X L), APROXIMADAMENTE;";1501;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;500.000,00;12,29;12,29;6.145.000,00;6.145.000,00
1501561 000031/2020;NA;05/05/2020;Aquisição de VENTILADORES PULMONARES para atendimento de demanda da Secretaria de Estado da Saúde, visando equipar as unidades hospitalares envolvidas no atendimento e combate à pandemia da COVID-19.;NA;1320;SECRETARIA DE ESTADO DA SAUDE;Concluído;Dispensa de Licitação;9247151;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162969;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;07/05/2020;07/05/2020;;06/11/2020;00.331.788/0031-34;AIR LIQUIDE BRASIL LTDA;NA;NA;1758063;"VENTILADOR PULMONAR - TIPO: MICROPROCESSADO; INVASIVO E NAO INVASIVO ;";4291;FUNDO ESTADUAL DE SAUDE;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Contagem                                ;300;24.359,26;24.359,26;7.307.776,86;7.307.776,86
1501561 000032/2020;NA;08/05/2020;Aquisição de aventais cirúrgicos, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais.;NA;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Concluído;Dispensa de Licitação;9247179;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163028;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;09/05/2020;09/05/2020;;08/11/2020;15.300.600/0001-42;MONICA REIS RUBIA -ME;NA;NA;1755366;"AVENTAL PARA USO MEDICO/ODONTOLOGICO - TIPO: DESCARTAVEL, MANGA LONGA COM ELASTICO NO PUNHO; MATERIA-PRIMA: TELA NAO TECIDO, SMS, 100% POLIPROPILENO; GRAMATURA/COMPOSICAO: MINIMA DE 50G/M2; COMPRIMENTO:  1,20 M  X 1,50M (C X L), APROXIMADAMENTE;";2271;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;MINAS GERAIS;500.000,00;12,29;12,29;6.145.000,00;6.145.000,00
2012015 000031/2020;NA;17/03/2020;Aquisição EMERGENCIAL do equipamento de proteção individual MÁSCARA DESCARTÁVEL N95 para o Hospital Governador Israel Pinheiro-HGIP,;NA;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;00.267.908/0001-66;HAND SHOP SUPRIMENTOS MEDICOS & TERAPEUTICOS LTDA;NA;NA;125628;"MASCARA DESCARTAVEL - IDENTIFICACAO: N 95; FORMATO: CONCHA OU DOBRAVEL; CAMADAS: 4 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: NAO APLICAVEL; FILTRO: FILTRO PFF2; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;6.000,00;12,9;12,9;77.400,00;77.400,00
2012015 000034/2020;NA;31/03/2020;Contratação, do serviço de coleta, transporte e entrega de material biológico de origem humana para análise, em virtude do surto de doença respiratória- CoronaVírus.;NA;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Concluído;Dispensa de Licitação;9247172;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162983;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;13/05/2020;13/05/2020;;12/11/2020;07.837.315/0001-37;BIOLOGISTICA SOLUCOES EM LOGISTICA E SERVICOS EIRELI;NA;NA;84581;COLETA, ENTREGA DE MATERIAL BIOLOGICO HUMANO FORA DOS LIMITES DA AV CONTORNO EM ATE 30 KM DE BH;2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;SERVICOS DE TRANSPORTE DE MATERIAL BIOLOGICO DE ORIGEM HUMANA OU      ANIMAL;Belo Horizonte                          ;0;27.653,11;27.653,11;27.653,11;27.653,11
2012015 000041/2020;NA;16/04/2020;Aquisição EMERGENCIAL de material médico-hospitalar MÁSCARA CIRÚRGICA TRÊS CAMADAS para o Hospital Governador Israel Pinheiro-HGIP.;NA;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Concluído;Dispensa de Licitação;0;;;;;;;;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;NA;NA;125245;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 03 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 40 G; FILTRO: COM FILTRO; TIPO FIXACAO: 4 TIRAS LATERAIS; AJUSTE NASAL: SIM; ESTERIL: NAO;";2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;162.000,00;2,8;2,8;453.600,00;453.600,00
2012015 000051/2020;NA;12/05/2020;Aquisição de materiais médico-hospitalares do tipo VENTILATÓRIOS para utilização no Hospital Governador Israel Pinheiro-HGIP, mediante contrato para fornecimento parcelado.;NA;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Concluído;Dispensa de Licitação;9250254;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163317;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;17/06/2020;17/06/2020;;16/12/2020;05.075.964/0001-12;CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.;NA;NA;804495;"SISTEMA FECHADO DE ASPIRACAO TRAQUEAL - TIPO: COM VIA DE IRRIGACAO;";2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;5.250,00;45;45;236.250,00;236.250,00
2012015 000051/2020;NA;12/05/2020;Aquisição de materiais médico-hospitalares do tipo VENTILATÓRIOS para utilização no Hospital Governador Israel Pinheiro-HGIP, mediante contrato para fornecimento parcelado.;NA;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Concluído;Dispensa de Licitação;9250254;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163317;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;17/06/2020;17/06/2020;;16/12/2020;05.075.964/0001-12;CINCO - CONFIANCA INDUSTRIA E COMERCIO LTDA.;NA;NA;1271890;"FILTRO PARA SISTEMA RESPIRATORIO - APLICACAO: PARA RESPIRADORES; TIPO: HIDROFOBO;";2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;11.700,00;31,24;31,24;365.508,00;365.508,00
2012015 000051/2020;NA;12/05/2020;Aquisição de materiais médico-hospitalares do tipo VENTILATÓRIOS para utilização no Hospital Governador Israel Pinheiro-HGIP, mediante contrato para fornecimento parcelado.;NA;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Concluído;Dispensa de Licitação;9250315;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163341;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;17/06/2020;17/06/2020;;16/12/2020;23.836.281/0001-12;PROCIMED HOSPITALAR E CIENTIFICA LTDA - EPP;NA;NA;461920;"FILTRO PARA SISTEMA RESPIRATORIO - APLICACAO: ANESTESIA GERAL E VENTILACAO MECANICA; TIPO: ADULTO;";2011;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;31.200,00;9,68;9,68;302.016,00;302.016,00
2121022 000013/2020;NA;17/03/2020;Atender as demandas de todo o IPSM na realização de seus atendimentos aos beneficiários da saúde devido a pandemia do Coronavírus, para que se evite a propagação do mesmo em nossos funcionários.;NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;21.559.804/0001-03;GERBRA COMERCIO EIRELI - ME;NA;NA;1669486;"ALCOOL ETILICO HIDRATADO ASPECTO FISICO: SOLUCAO AQUOSA; GRAU INPM: 70; GRAU GL: 77; APRESENTACAO: FRASCO 1 L;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS E MATERIAIS PARA CONSERVACAO E LIMPEZA;Belo Horizonte                          ;300;7,5;7,5;2.250,00;2.250,00
2121022 000013/2020;NA;17/03/2020;Atender as demandas de todo o IPSM na realização de seus atendimentos aos beneficiários da saúde devido a pandemia do Coronavírus, para que se evite a propagação do mesmo em nossos funcionários.;NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;21.559.804/0001-03;GERBRA COMERCIO EIRELI - ME;NA;NA;1696041;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO: ALCOOL ETILICO HIDRATADO + AGENTE HIDRATANTE; GRAU INPM: DE 62 A 74 GRAUS; GRAU GL: DE 70 A 84 GRAUS; APRESENTACAO: GALAO 5 L;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL;Belo Horizonte                          ;100;144;80;14.400,00;8.000,00
2121022 000016/2020;NA;18/03/2020;"Aquisição  de álcool etílico hidratado e higienizador antisséptico de mãos gel;para atendimento aos funcionários, devido a crise do Coronavírus.";NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Registro de preços realizado no SIRP;9246044;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162744;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;25/05/2020;25/04/2020;;31/12/2020;04.654.861/0001-44;INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA;NA;NA;1669370;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO: ALCOOL ETILICO HIDRATADO + AGENTE HIDRATANTE; GRAU INPM: ENTRE 62 E 74 GRAUS; GRAU GL: ENTRE 70 E 84 GRAUS; APRESENTACAO: FRASCO COM VALVULA TIPO PUMP 500 ML;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL;MINAS GERAIS;700;6,58;6,58;4.606,00;4.606,00
2121022 000016/2020;NA;18/03/2020;"Aquisição  de álcool etílico hidratado e higienizador antisséptico de mãos gel;para atendimento aos funcionários, devido a crise do Coronavírus.";NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Registro de preços realizado no SIRP;9246044;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162744;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;25/05/2020;25/04/2020;;31/12/2020;04.654.861/0001-44;INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA;NA;NA;1669397;"HIGIENIZADOR ANTISSEPTICO DE MAOS ASPECTO FISICO: GEL; COMPOSICAO: ALCOOL ETILICO HIDRATADO + AGENTE HIDRATANTE; GRAU INPM: DE 62 A 74 GRAUS; GRAU GL: DE 70 A 84 GRAUS; APRESENTACAO: REFIL PARA DISPENSER 800 ML COM BICO DOSADOR;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL;MINAS GERAIS;200;6,8;6,8;1.360,00;1.360,00
2121022 000016/2020;NA;18/03/2020;"Aquisição  de álcool etílico hidratado e higienizador antisséptico de mãos gel;para atendimento aos funcionários, devido a crise do Coronavírus.";NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Registro de preços realizado no SIRP;9246044;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162744;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;25/05/2020;25/04/2020;;31/12/2020;04.654.861/0001-44;INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA;NA;NA;1669486;"ALCOOL ETILICO HIDRATADO ASPECTO FISICO: SOLUCAO AQUOSA; GRAU INPM: 70; GRAU GL: 77; APRESENTACAO: FRASCO 1 L;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;EQUIPAMENTOS E MATERIAIS PARA CONSERVACAO E LIMPEZA;MINAS GERAIS;100;4;4;400;400
2121022 000017/2020;NA;19/03/2020;Aquisição dos materiais é para atender as demandas de todo o IPSM na realização de seus atendimentos aos beneficiários da saúde devido a pandemia do Coronavírus.;NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;21.559.804/0001-03;GERBRA COMERCIO EIRELI - ME;NA;NA;513830;"BISNAGA PLASTICA - TIPO: BRANCA LEITOSA; CAPACIDADE: 280 GRAMAS; FUNDO: FUNDO FECHADO; BOCA: BOCA AUTO LACRAVEL; BATOQUE: COM BATOQUE;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;MAQUINAS, COMPONENTES, SUPRIMENTOS E EQUIPAMENTOS PARA INDUSTRIA QUIMICA E FARMACEUTICA;Belo Horizonte                          ;210;5;5;1.050,00;1.050,00
2121022 000020/2020;NA;25/03/2020;A aquisição de 40 (quarenta) galões de 5 litros de sabonete líquido para suprir a demanda do IPSM devido a crise de saúde pública instalado pelo Coronavírus;NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Dispensa de Licitação - Por valor;0;;;;;;;;21.559.804/0001-03;GERBRA COMERCIO EIRELI - ME;NA;NA;1692160;"SABONETE LIQUIDO -  INDICACAO: HIGIENIZACAO DA PELE; BASE DO PRODUTO: PEROLADA; ASPECTO: VISCOSO; PH: FISIOLOGICO; COMPOSICAO: AGENTES HIDRATANTES E EMOLIENTES; FRAGRANCIA: FRAGRANCIA SUAVE HIPOALERGENICA; APRESENTACAO: EMBALAGEM 5 L;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;ARTIGOS, UTENSILIOS PARA HIGIENE PESSOAL;Belo Horizonte                          ;40;40;40;1.600,00;1.600,00
2121022 000021/2020;NA;17/04/2020;A aquisição de máscaras descartáveis para uso dos funcionários do IPSM no atendimento a demanda de prevenção ao Coronavírus.;NA;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;Concluído;Dispensa de Licitação;9246007;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162711;2120;INST.PREV.DOS SERV.MILITARES DO ESTADO M.GERAIS;23/04/2020;23/04/2020;;22/10/2020;36.929.324/0001-56;FABER FIDELES COSTA 07475156621;NA;NA;1718940;"MASCARA DESCARTAVEL - IDENTIFICACAO: CIRURGICA; FORMATO: RETANGULAR COM PREGAS; CAMADAS: 2 CAMADAS; MATERIA-PRIMA: FIBRA SINTETICA; GRAMATURA: MINIMA 20 G; FILTRO: SEM FILTRO; TIPO FIXACAO: ELASTICO; AJUSTE NASAL: SIM; ESTERIL: NAO;";2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;EQUIPAMENTO MEDICO-HOSPITALAR, COMPONENTES E ACESSORIOS;Belo Horizonte                          ;84.000,00;2,2;1,71;184.800,00;143.640,00
